Id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
811,Gmc,Sierra EV Denali,Electric motors with advanced AWD,0,754,754,170.000,4.500,"108,700.000","108,700.000",5,1,1,Electric,NA,NA
812,Gmc,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",0,0,0,170.000,3.000,"112,700.000","112,700.000",5,15,15,Electric,NA,NA
813,Gmc,Canyon AT4X Edition 1,3.6L V6 engine,"3,564",308,308,180.000,6.800,"55,000.000","55,000.000",5,373,373,Petrol,NA,NA
814,Gmc,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162",420,420,210.000,6.000,"90,000.000","90,000.000",8,624,624,Petrol,NA,NA
815,Gmc,Sierra HD Denali Reserve,6.6L V8 engine,"6,600",401,401,170.000,7.500,"85,000.000","85,000.000",5,629,629,Petrol,NA,NA
816,Gmc,Acadia Denali Ultimate,3.6L V6 engine,"3,564",310,310,210.000,6.500,"60,000.000","60,000.000",7,366,366,Petrol,NA,NA
817,Gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490",170,170,200.000,9.300,"35,000.000","35,000.000",5,275,275,Petrol,NA,NA
818,Gmc,Yukon Trailering Edition,5.3L V8 engine,"5,327",355,355,210.000,7.500,"78,000.000","78,000.000",8,519,519,Petrol,NA,NA
819,Gmc,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",0,830,830,170.000,3.600,"105,000.000","105,000.000",5,15,15,Electric,NA,NA
820,Kia,Rio,1.6L 4-Cylinder,"1,591",120,120,180.000,10.300,"17,000.000","17,000.000",5,151,151,Petrol,NA,NA
821,Kia,Rio 5-Door,1.6L 4-Cylinder,"1,591",120,120,180.000,10.300,"18,000.000","18,000.000",5,151,151,Petrol,NA,NA
822,Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,"1,591",175,175,210.000,7.500,"28,000.000","28,000.000",5,264,264,Petrol,NA,NA
823,Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,0,360,360,250.000,5.200,"55,000.000","55,000.000",5,520,520,Hybrid,NA,NA
824,Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,"2,500",277,277,220.000,7.000,"42,000.000","42,000.000",7,421,421,Petrol,NA,NA
825,Kia,Telluride SX,3.8L V6,"3,778",291,291,240.000,7.000,"50,000.000","50,000.000",7,355,355,Petrol,NA,NA
826,Kia,Forte LXS,2.0L 4-Cylinder,"1,999",147,147,190.000,9.200,"19,000.000","19,000.000",5,179,179,Petrol,NA,NA
827,Kia,K5 EX,1.6L Turbocharged 4-Cylinder,"1,591",180,180,220.000,7.800,"28,500.000","28,500.000",5,264,264,Petrol,NA,NA
828,Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,"1,591",139,139,180.000,10.500,"33,000.000","33,000.000",5,265,265,Hybrid,NA,NA
829,Kia,EV6 Wind,Electric Motor,0,225,225,190.000,5.200,"50,000.000","50,000.000",5,350,350,Electric,NA,NA
830,Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,"1,591",201,201,200.000,6.500,"28,000.000","28,000.000",5,264,264,Petrol,NA,NA
831,Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,"1,591",175,175,210.000,7.500,"28,500.000","28,500.000",5,264,264,Petrol,NA,NA
832,Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,"2,500",300,300,270.000,5.000,"55,000.000","55,000.000",5,422,422,Petrol,NA,NA
833,Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,"1,591",227,227,200.000,7.900,"47,000.000","47,000.000",7,352,352,Hybrid,NA,NA
834,Kia,Carnival EX,3.5L V6,"3,500",290,290,220.000,8.000,"42,500.000","42,500.000",8,355,355,Petrol,NA,NA
835,Kia,Telluride Nightfall Edition,3.8L V6,"3,778",291,291,240.000,7.000,"51,000.000","51,000.000",7,355,355,Petrol,NA,NA
836,Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,0,225,225,210.000,7.500,"44,000.000","44,000.000",5,360,360,Hybrid,NA,NA
837,Kia,EV6 First Edition,Electric Motor,0,320,320,230.000,5.000,"58,000.000","58,000.000",5,450,450,Electric,NA,NA
838,Kia,Niro Touring,1.6L 4-Cylinder Hybrid,"1,591",139,139,180.000,10.500,"33,000.000","33,000.000",5,265,265,Hybrid,NA,NA
839,Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,"1,591",201,201,200.000,6.500,"25,000.000","25,000.000",5,264,264,Petrol,NA,NA
840,Kia,Seltos EX,2.0L 4-Cylinder,"1,999",146,146,190.000,9.000,"23,500.000","23,500.000",5,179,179,Petrol,NA,NA
841,Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,0,225,225,210.000,7.000,"42,000.000","42,000.000",5,360,360,Hybrid,NA,NA
842,Kia,Sorento LX,2.5L 4-Cylinder,"2,500",191,191,210.000,8.500,"35,500.000","35,500.000",7,246,246,Petrol,NA,NA
843,Kia,Telluride EX,3.8L V6,"3,778",291,291,240.000,7.000,"44,000.000","44,000.000",7,355,355,Petrol,NA,NA
844,Kia,Soul EX,2.0L 4-Cylinder,"1,999",147,147,190.000,9.500,"22,000.000","22,000.000",5,179,179,Petrol,NA,NA
845,Kia,Forte FE,2.0L 4-Cylinder,"1,999",147,147,190.000,9.200,"18,500.000","18,500.000",5,179,179,Petrol,NA,NA
846,Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,"1,591",180,180,220.000,7.800,"29,000.000","29,000.000",5,264,264,Petrol,NA,NA
847,Kia,Carnival LXS,3.5L V6,"3,500",290,290,220.000,8.000,"39,500.000","39,500.000",8,355,355,Petrol,NA,NA
848,Kia,EV6 Light,Electric Motor,0,225,225,190.000,5.200,"46,000.000","46,000.000",5,350,350,Electric,NA,NA
849,Kia,Niro EX,1.6L 4-Cylinder Hybrid,"1,591",139,139,180.000,10.500,"30,000.000","30,000.000",5,265,265,Hybrid,NA,NA
850,Kia,Stinger GT,3.3L Turbocharged V6,"3,300",365,365,270.000,4.700,"51,500.000","51,500.000",5,510,510,Petrol,NA,NA
851,Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,"1,591",227,227,200.000,7.900,"48,000.000","48,000.000",7,352,352,Hybrid,NA,NA
852,Kia,Telluride SX Prestige,3.8L V6,"3,778",291,291,240.000,7.000,"52,000.000","52,000.000",7,355,355,Petrol,NA,NA
853,Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,0,300,300,235.000,6.000,"47,000.000","47,000.000",5,520,520,Hybrid,NA,NA
854,Kia,EV6 GT Performance,Electric Motor,0,577,577,260.000,3.500,"65,000.000","65,000.000",5,740,740,Electric,NA,NA
855,Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,"1,591",139,139,180.000,10.500,"34,500.000","34,500.000",5,265,265,Hybrid,NA,NA
856,Kia,Carnival SX Prestige,3.5L V6,"3,500",290,290,220.000,8.000,"47,000.000","47,000.000",8,355,355,Petrol,NA,NA
857,Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,"1,591",175,175,210.000,7.500,"32,000.000","32,000.000",5,264,264,Petrol,NA,NA
858,Kia,Forte EX Premium,2.0L 4-Cylinder,"1,999",147,147,190.000,9.200,"22,500.000","22,500.000",5,179,179,Petrol,NA,NA
859,Kia,Soul EX Designer Edition,2.0L 4-Cylinder,"1,999",147,147,190.000,9.500,"23,500.000","23,500.000",5,179,179,Petrol,NA,NA
860,Kia,Rio S,1.6L 4-Cylinder,"1,591",120,120,180.000,10.300,"17,500.000","17,500.000",5,151,151,Petrol,NA,NA
861,Kia,Rio 5-Door S,1.6L 4-Cylinder,"1,591",120,120,180.000,10.300,"18,000.000","18,000.000",5,151,151,Petrol,NA,NA
862,Kia,Soul S,2.0L 4-Cylinder,"1,999",147,147,190.000,9.500,"20,500.000","20,500.000",5,179,179,Petrol,NA,NA
863,Kia,Seltos LX,2.0L 4-Cylinder,"1,999",146,146,190.000,9.200,"23,000.000","23,000.000",5,179,179,Petrol,NA,NA
864,Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,0,300,300,235.000,6.000,"45,000.000","45,000.000",5,520,520,Hybrid,NA,NA
865,Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,"1,591",227,227,200.000,7.900,"47,000.000","47,000.000",7,352,352,Hybrid,NA,NA
866,Kia,Telluride LX,3.8L V6,"3,778",291,291,240.000,7.000,"41,500.000","41,500.000",7,355,355,Petrol,NA,NA
867,Kia,Carnival MPV EX,3.5L V6,"3,500",290,290,220.000,8.000,"43,500.000","43,500.000",8,355,355,Petrol,NA,NA
868,Kia,EV6 AWD GT-Line,Electric Motor,0,320,320,230.000,5.000,"60,000.000","60,000.000",5,450,450,Electric,NA,NA
869,Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,"1,591",201,201,200.000,6.500,"25,500.000","25,500.000",5,264,264,Petrol,NA,NA
870,Kia,Soul GT Designer Edition,2.0L 4-Cylinder,"1,999",147,147,190.000,9.500,"23,000.000","23,000.000",5,179,179,Petrol,NA,NA
871,Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,"1,591",175,175,210.000,7.500,"30,000.000","30,000.000",5,264,264,Petrol,NA,NA
872,Peugeot,e-2008 GT,Electric Motor,0,136,136,200.000,8.500,"40,000.000","40,000.000",5,260,260,Electric,NA,NA
873,Kia,Telluride Limited Edition,3.8L V6,"3,778",291,291,240.000,7.000,"53,000.000","53,000.000",7,355,355,Petrol,NA,NA
874,Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,"2,500",300,300,270.000,5.000,"50,000.000","50,000.000",5,422,422,Petrol,NA,NA
875,Kia,Carnival Special Edition,3.5L V6,"3,500",290,290,220.000,8.000,"45,500.000","45,500.000",8,355,355,Petrol,NA,NA
876,Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,"1,591",139,139,180.000,10.500,"36,000.000","36,000.000",5,265,265,Hybrid,NA,NA
877,Kia,EV6 First Edition AWD,Electric Motor,0,320,320,230.000,5.000,"62,000.000","62,000.000",5,450,450,Electric,NA,NA
878,Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,"1,591",227,227,200.000,7.800,"49,000.000","49,000.000",7,352,352,Hybrid,NA,NA
879,Kia,Forte Limited Edition,2.0L 4-Cylinder,"1,999",147,147,190.000,9.200,"22,500.000","22,500.000",5,179,179,Petrol,NA,NA
880,Bugatti,Chiron,8.0L Quad-Turbo W16,"7,993","1,500","1,500",420.000,2.500,"3,000,000.000","3,000,000.000",2,"1,600","1,600",Petrol,NA,NA
881,Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,"7,993","1,500","1,500",350.000,2.300,"3,300,000.000","3,300,000.000",2,"1,600","1,600",Petrol,NA,NA
882,Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,"7,993","1,600","1,600",490.000,2.400,"3,500,000.000","3,500,000.000",2,"1,600","1,600",Petrol,NA,NA
883,Bugatti,Chiron Sport,8.0L Quad-Turbo W16,"7,993","1,500","1,500",420.000,2.400,"3,300,000.000","3,300,000.000",2,"1,600","1,600",Petrol,NA,NA
884,Bugatti,Chiron Noire,8.0L Quad-Turbo W16,"7,993","1,500","1,500",420.000,2.500,"3,300,000.000","3,300,000.000",2,"1,600","1,600",Petrol,NA,NA
885,Bugatti,Divo,8.0L Quad-Turbo W16,"7,993","1,500","1,500",380.000,2.400,"5,800,000.000","5,800,000.000",2,"1,600","1,600",Petrol,NA,NA
886,Bugatti,Centodieci,8.0L Quad-Turbo W16,"7,993","1,600","1,600",380.000,2.400,"9,000,000.000","9,000,000.000",2,"1,600","1,600",Petrol,NA,NA
887,Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,"7,993","1,500","1,500",420.000,2.500,"18,000,000.000","18,000,000.000",2,"1,600","1,600",Petrol,NA,NA
888,Bugatti,Bolide,8.0L Quad-Turbo W16,"7,993","1,850","1,850",500.000,2.200,"4,500,000.000","4,500,000.000",2,"1,600","1,600",Petrol,NA,NA
889,Bugatti,Mistral,8.0L Quad-Turbo W16,"7,993","1,600","1,600",420.000,2.400,"5,000,000.000","5,000,000.000",2,"1,600","1,600",Petrol,NA,NA
890,Volvo,Volvo FH,13.0L I6 Turbo Diesel,"13,000",540,540,120.000,15.000,"120,000.000","120,000.000",2,"2,600","2,600",Diesel,NA,NA
891,Volvo,Volvo FH16,16.1L I6 Turbo Diesel,"16,100",750,750,120.000,14.500,"160,000.000","160,000.000",2,"3,500","3,500",Diesel,NA,NA
892,Volvo,Volvo FM,12.8L I6 Turbo Diesel,"12,800",460,460,110.000,16.000,"100,000.000","100,000.000",2,"2,200","2,200",Diesel,NA,NA
893,Volvo,Volvo FMX,13.0L I6 Turbo Diesel,"13,000",500,500,110.000,16.500,"110,000.000","110,000.000",2,"2,500","2,500",Diesel,NA,NA
894,Volvo,Volvo VNL,12.8L I6 Turbo Diesel,"12,800",500,500,120.000,15.000,"125,000.000","125,000.000",2,"2,400","2,400",Diesel,NA,NA
895,Volvo,Volvo VNR,12.8L I6 Turbo Diesel,"12,800",400,400,110.000,17.000,"95,000.000","95,000.000",2,"1,800","1,800",Diesel,NA,NA
896,Volvo,Volvo VHD,12.8L I6 Turbo Diesel,"12,800",500,500,100.000,18.000,"120,000.000","120,000.000",2,"2,500","2,500",Diesel,NA,NA
897,Volvo,Volvo FE,7.7L I6 Turbo Diesel,"7,700",280,280,90.000,20.000,"85,000.000","85,000.000",2,"1,200","1,200",Diesel,NA,NA
898,Volvo,Volvo FL,5.1L I4 Turbo Diesel,"5,100",180,180,80.000,22.000,"75,000.000","75,000.000",2,800,800,Diesel,NA,NA
899,Jaguar land rover,Jaguar F-Type,V6 / V8 Petrol,0,335,335,260.000,5.100,"70,000.000","70,000.000",2,450,450,Petrol,NA,NA
900,Jaguar land rover,Jaguar XE,I4 Petrol,0,250,250,250.000,6.500,"45,000.000","45,000.000",5,365,365,Petrol,NA,NA
901,Jaguar land rover,Jaguar XF,I4 Petrol,0,250,250,250.000,6.500,"50,000.000","50,000.000",5,365,365,Petrol,NA,NA
902,Jaguar land rover,Jaguar XJ,V6 Petrol,0,300,300,250.000,6.000,"85,000.000","85,000.000",5,400,400,Petrol,NA,NA
903,Jaguar land rover,Jaguar E-PACE,I4 Petrol,0,200,200,230.000,7.000,"50,000.000","50,000.000",5,430,430,Petrol,NA,NA
904,Jaguar land rover,Jaguar I-PACE,Electric (Dual Motor),0,400,400,200.000,4.800,"70,000.000","70,000.000",5,696,696,Electric,NA,NA
905,Jaguar land rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,0,250,250,230.000,7.200,"55,000.000","55,000.000",5,365,365,Petrol,NA,NA
906,Jaguar land rover,Jaguar X-TYPE,I4 Petrol,0,160,160,215.000,9.000,"40,000.000","40,000.000",5,215,215,Petrol,NA,NA
907,Jaguar land rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,0,340,340,250.000,5.400,"65,000.000","65,000.000",5,480,480,Petrol,NA,NA
908,Jaguar land rover,Jaguar XE R-Dynamic,I4 Petrol,0,340,340,250.000,5.400,"60,000.000","60,000.000",5,450,450,Petrol,NA,NA
909,Jaguar land rover,Jaguar F-Type SVR,V8 Petrol,0,575,575,320.000,3.700,"120,000.000","120,000.000",2,700,700,Petrol,NA,NA
910,Jaguar land rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),0,400,400,200.000,4.500,"85,000.000","85,000.000",5,696,696,Electric,NA,NA
911,Jaguar land rover,Jaguar F-PACE SVR,V8 Petrol,0,550,550,283.000,4.000,"85,000.000","85,000.000",5,700,700,Petrol,NA,NA
912,Jaguar land rover,Jaguar XE S,I4 Petrol,0,340,340,250.000,5.300,"55,000.000","55,000.000",5,450,450,Petrol,NA,NA
913,Jaguar land rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,0,340,340,250.000,5.400,"65,000.000","65,000.000",5,480,480,Petrol,NA,NA
914,Jaguar land rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,0,300,300,250.000,6.000,"90,000.000","90,000.000",5,400,400,Petrol,NA,NA
915,Jaguar land rover,Jaguar F-Type Heritage Edition,V8 Petrol,0,550,550,300.000,3.900,"110,000.000","110,000.000",2,680,680,Petrol,NA,NA
916,Jaguar land rover,Jaguar E-PACE S,I4 Petrol,0,200,200,230.000,7.000,"50,000.000","50,000.000",5,430,430,Petrol,NA,NA
917,Jaguar land rover,Jaguar I-PACE HSE,Electric (Dual Motor),0,400,400,200.000,4.500,"90,000.000","90,000.000",5,696,696,Electric,NA,NA
918,Jaguar land rover,Jaguar F-Type V8 R,V8 Petrol,0,550,550,300.000,3.900,"100,000.000","100,000.000",2,680,680,Petrol,NA,NA
919,Jaguar land rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,0,300,300,250.000,5.100,"70,000.000","70,000.000",2,400,400,Petrol,NA,NA
920,Jaguar land rover,Jaguar XE P300 R-Dynamic,I4 Petrol,0,300,300,250.000,5.500,"55,000.000","55,000.000",5,400,400,Petrol,NA,NA
921,Jaguar land rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,0,250,250,250.000,6.500,"60,000.000","60,000.000",5,400,400,Petrol,NA,NA
922,Jaguar land rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),0,400,400,200.000,4.500,"85,000.000","85,000.000",5,696,696,Electric,NA,NA
923,Jaguar land rover,Jaguar F-PACE S 30t AWD,I4 Petrol,0,247,247,225.000,6.400,"60,000.000","60,000.000",5,365,365,Petrol,NA,NA
924,Jaguar land rover,Jaguar E-PACE R-Dynamic,I4 Petrol,0,246,246,230.000,6.800,"55,000.000","55,000.000",5,430,430,Petrol,NA,NA
925,Jaguar land rover,Jaguar XJ50,V6 Petrol,0,300,300,250.000,6.000,"80,000.000","80,000.000",5,400,400,Petrol,NA,NA
926,Jaguar land rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,0,550,550,300.000,3.900,"100,000.000","100,000.000",2,680,680,Petrol,NA,NA
927,Jaguar land rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,0,340,340,250.000,5.400,"65,000.000","65,000.000",5,480,480,Petrol,NA,NA
928,Jaguar land rover,Jaguar XE SE,I4 Petrol,0,250,250,240.000,6.200,"50,000.000","50,000.000",5,365,365,Petrol,NA,NA
929,Jaguar land rover,Jaguar F-Type V6 S Convertible,V6 Petrol,0,380,380,280.000,4.800,"80,000.000","80,000.000",2,460,460,Petrol,NA,NA
930,Jaguar land rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,0,300,300,250.000,5.500,"55,000.000","55,000.000",5,400,400,Petrol,NA,NA
931,Jaguar land rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,0,340,340,250.000,5.400,"60,000.000","60,000.000",5,450,450,Petrol,NA,NA
932,Jaguar land rover,Jaguar F-Type Coupe R,V8 Petrol,0,550,550,300.000,3.900,"100,000.000","100,000.000",2,680,680,Petrol,NA,NA
933,Jaguar land rover,Jaguar I-PACE First Edition,Electric (Dual Motor),0,400,400,200.000,4.500,"85,000.000","85,000.000",5,696,696,Electric,NA,NA
934,Jaguar land rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,0,340,340,250.000,5.400,"65,000.000","65,000.000",5,480,480,Petrol,NA,NA
935,Jaguar land rover,Jaguar XJ Supercharged,V8 Petrol,0,510,510,280.000,4.200,"90,000.000","90,000.000",5,625,625,Petrol,NA,NA
936,Jaguar land rover,Jaguar F-Type P450 AWD,V8 Petrol,0,450,450,290.000,4.000,"90,000.000","90,000.000",2,600,600,Petrol,NA,NA
937,Jaguar land rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,0,398,398,220.000,5.100,"75,000.000","75,000.000",5,640,640,Petrol,Hybrid,Diesel
938,Jaguar land rover,Jaguar F-Type P300 Coupe,I4 Petrol,0,300,300,250.000,5.500,"60,000.000","60,000.000",2,400,400,Petrol,NA,NA
939,Acura,NSX Type S,Twin-Turbo V6 Hybrid,0,600,600,307.000,2.900,"157,000.000","157,000.000",2,666,666,Hybrid,NA,NA
940,Acura,TLX PMC Edition,V6,0,290,290,250.000,5.700,"62,000.000","62,000.000",5,362,362,Petrol,NA,NA
941,Acura,MDX Advance,V6,0,290,290,190.000,6.000,"60,000.000","60,000.000",7,362,362,Petrol,NA,NA
942,Acura,RDX Technology,I4 Turbocharged,0,272,272,210.000,6.600,"45,000.000","45,000.000",5,400,400,Petrol,NA,NA
943,Acura,ILX Premium,I4,0,201,201,200.000,6.600,"30,000.000","30,000.000",5,180,180,Petrol,NA,NA
944,Acura,TLX A-Spec,V6,0,290,290,250.000,5.700,"50,000.000","50,000.000",5,362,362,Petrol,NA,NA
945,Acura,RDX SH-AWD,I4 Turbocharged,0,272,272,210.000,6.600,"50,000.000","50,000.000",5,400,400,Petrol,NA,NA
946,Acura,MDX SH-AWD,V6,0,290,290,190.000,6.000,"55,000.000","55,000.000",7,362,362,Petrol,NA,NA
947,Acura,RDX Platinum Elite,I4 Turbocharged,0,272,272,210.000,6.600,"55,000.000","55,000.000",5,400,400,Petrol,NA,NA
948,Acura,TLX A-Spec Sedan,V6,0,290,290,250.000,5.700,"50,000.000","50,000.000",5,362,362,Petrol,NA,NA
949,Acura,TLX 2.4L,Inline-4,"2,400",206,206,210.000,6.000,"35,000.000","35,000.000",5,247,247,Petrol,NA,NA
950,Acura,MDX Hybrid,V6 Hybrid,"3,500",321,321,190.000,6.000,"55,000.000","55,000.000",7,335,335,Hybrid,NA,NA
951,Acura,RDX Hybrid,Inline-4 Hybrid,"1,500",247,247,210.000,6.600,"50,000.000","50,000.000",5,400,400,Hybrid,NA,NA
952,Acura,ILX Technology Package,Inline-4,"2,400",201,201,200.000,6.600,"30,000.000","30,000.000",5,180,180,Petrol,NA,NA
953,Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,"3,493",500,500,300.000,3.000,"150,000.000","150,000.000",2,600,600,Hybrid,NA,NA
954,Acura,RDX Turbo AWD,Inline-4 Turbocharged,"1,500",272,272,210.000,6.600,"45,000.000","45,000.000",5,400,400,Petrol,NA,NA
955,Acura,TLX 3.5L V6,V6,"3,500",290,290,250.000,5.700,"50,000.000","50,000.000",5,362,362,Petrol,NA,NA
956,Acura,ILX Special Edition,Inline-4,"2,400",201,201,200.000,6.600,"30,000.000","30,000.000",5,180,180,Petrol,NA,NA
957,Acura,MDX SH-AWD w/Technology Package,V6,"3,500",290,290,190.000,6.000,"55,000.000","55,000.000",7,362,362,Petrol,NA,NA
958,Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493",537,537,307.000,2.900,"157,000.000","157,000.000",2,666,666,Hybrid,NA,NA
959,Acura,MDX Elite,V6,"3,500",290,290,190.000,6.000,"58,000.000","58,000.000",7,362,362,Petrol,NA,NA
960,Acura,TLX V6 Advance,V6,"3,500",290,290,250.000,5.700,"46,000.000","46,000.000",5,362,362,Petrol,NA,NA
961,Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,"3,493",537,537,307.000,2.900,"157,000.000","157,000.000",2,666,666,Hybrid,NA,NA
962,Acura,RDX Turbo SH-AWD,Turbocharged I4,"1,500",272,272,210.000,6.600,"42,000.000","42,000.000",5,400,400,Petrol,NA,NA
963,Acura,ILX Technology Plus,Inline-4,"2,400",201,201,200.000,6.600,"28,000.000","28,000.000",5,180,180,Petrol,NA,NA
964,Acura,TLX Type S PMC Edition,Turbocharged V6,"3,000",355,355,250.000,5.100,"54,000.000","54,000.000",5,480,480,Petrol,NA,NA
965,Acura,MDX Sport Hybrid,V6 Hybrid,"3,500",321,321,190.000,6.000,"52,000.000","52,000.000",7,335,335,Hybrid,NA,NA
966,Peugeot,208,Inline-4,"1,199",82,82,180.000,10.500,"22,000.000","22,000.000",5,160,160,Petrol,NA,NA
967,Peugeot,2008,Inline-4,"1,199",100,100,190.000,9.000,"25,000.000","25,000.000",5,205,205,Petrol,NA,NA
968,Peugeot,301,Inline-4,"1,598",115,115,185.000,10.000,"23,500.000","23,500.000",5,150,150,Petrol,NA,NA
969,Peugeot,308,Inline-4,"1,598",130,130,200.000,8.000,"28,000.000","28,000.000",5,230,230,Petrol,NA,NA
970,Peugeot,3008,Inline-4,"1,598",180,180,210.000,7.500,"32,000.000","32,000.000",5,400,400,Petrol,NA,NA
971,Peugeot,5008,Inline-4,"1,998",165,165,200.000,9.500,"35,000.000","35,000.000",7,400,400,Diesel,NA,NA
972,Peugeot,508,Inline-4,"1,998",180,180,235.000,8.000,"35,500.000","35,500.000",5,300,300,Petrol,NA,NA
973,Peugeot,Partner,Diesel I4,"1,560",75,75,160.000,12.000,"22,500.000","22,500.000",5,200,200,Diesel,NA,NA
974,Peugeot,Expert,Diesel I4,"1,997",120,120,180.000,10.000,"30,000.000","30,000.000",3,300,300,Diesel,NA,NA
975,Peugeot,Boxer,Diesel I4,"2,200",140,140,160.000,11.000,"32,000.000","32,000.000",3,340,340,Diesel,NA,NA
976,Peugeot,e-208,Electric Motor,0,136,136,150.000,8.100,"35,000.000","35,000.000",5,260,260,Electric,NA,NA
977,Peugeot,e-2008,Electric Motor,0,136,136,150.000,8.500,"38,000.000","38,000.000",5,260,260,Electric,NA,NA
978,Peugeot,208 GTI,Inline-4,"1,598",208,208,230.000,6.500,"28,000.000","28,000.000",5,300,300,Petrol,NA,NA
979,Peugeot,308 GTI,Inline-4,"1,598",270,270,250.000,6.000,"35,000.000","35,000.000",5,330,330,Petrol,NA,NA
980,Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,0,360,360,250.000,5.200,"55,000.000","55,000.000",5,520,520,Hybrid,NA,NA
981,Peugeot,308 Allure,Inline-4,"1,199",130,130,205.000,9.300,"25,000.000","25,000.000",5,230,230,Petrol,NA,NA
982,Peugeot,2008 Allure,Inline-4,"1,199",130,130,200.000,9.700,"27,000.000","27,000.000",5,230,230,Petrol,NA,NA
983,Peugeot,3008 Allure,Inline-4,"1,499",180,180,210.000,8.000,"30,000.000","30,000.000",5,250,250,Petrol,NA,NA
984,Peugeot,5008 Allure,Inline-4,"1,499",180,180,200.000,8.500,"33,000.000","33,000.000",7,250,250,Petrol,NA,NA
985,Peugeot,508 Allure,Inline-4,"1,499",180,180,225.000,8.000,"35,000.000","35,000.000",5,250,250,Petrol,NA,NA
986,Peugeot,3008 GT,Inline-4,"1,598",200,200,220.000,7.500,"35,000.000","35,000.000",5,280,280,Petrol,NA,NA
987,Peugeot,508 GT,Inline-4,"1,598",225,225,235.000,6.800,"40,000.000","40,000.000",5,300,300,Petrol,NA,NA
988,Peugeot,3008 GT Hybrid,Hybrid I4,0,300,300,235.000,6.000,"45,000.000","45,000.000",5,400,400,Hybrid,NA,NA
989,Peugeot,5008 GT Hybrid,Hybrid I4,0,300,300,210.000,6.500,"48,000.000","48,000.000",7,400,400,Hybrid,NA,NA
990,Peugeot,208 Allure Premium,Inline-4,"1,199",130,130,200.000,9.500,"28,000.000","28,000.000",5,230,230,Petrol,NA,NA
991,Peugeot,Partner Tepee,Inline-4,"1,560",100,100,170.000,12.000,"25,000.000","25,000.000",5,260,260,Diesel,NA,NA
992,Peugeot,Expert L2H1,Inline-4,"1,997",120,120,160.000,13.000,"30,000.000","30,000.000",3,320,320,Diesel,NA,NA
